gold_node_token,ud_node_token,ud_node_lemma,ud_node_upos,ud_node_xpos
farming.n.01,landbouw.n.01,landbouw,NOUN,N|soort|ev|basis|zijd|stan
"""Lisa Lillien""",Schneider,Schneider,PROPN,SPEC|deeleigen
now,Lisa,Lisa,PROPN,SPEC|deeleigen
female.n.02,female.n.02,Schneider,PROPN,SPEC|deeleigen
time.n.08,female.n.02,Lisa,PROPN,SPEC|deeleigen
male.n.02,time.n.08,trouwen,VERB,WW|vd|vrij|zonder
"""Dan Schneider""",now,,,
male.n.02,time.n.08,vrachtwagenchauffeur,NOUN,N|soort|ev|basis|zijd|stan
"""Henry Ford""",Ford,Ford,PROPN,SPEC|deeleigen
male.n.02,female.n.02,Ford,PROPN,SPEC|deeleigen
time.n.08,time.n.08,oprichter,NOUN,N|soort|ev|basis|zijd|stan
person.n.01,female.n.02,Henry,PROPN,SPEC|deeleigen
founder.n.02,Henry,Henry,PROPN,SPEC|deeleigen
frontier.n.02,grens.n.01,grens,NOUN,N|soort|ev|basis|zijd|stan
2,now,,,
person.n.01,time.n.08,ontsnapten,VERB,WW|pv|verl|mv
time.n.08,criminel.n.01,criminel,NOUN,N|soort|mv|basis
prison.n.01,gevangenis.n.01,gevangenis,NOUN,N|soort|ev|basis|zijd|stan
now,twee,twee,NOUN,TW|hoofd|prenom|stan
dog.n.01,hond.n.01,hond,NOUN,N|soort|mv|basis
female.n.02,hond.n.01,hond,NOUN,N|soort|ev|basis|zijd|stan
dog.n.01,person.n.01,ze,PRON,VNW|pers|pron|stan|red|3|ev|fem
"""Diana""",Parijs,Parijs,PROPN,N|eigen|ev|basis|onz|stan
female.n.02,female.n.02,Parijs,PROPN,N|eigen|ev|basis|onz|stan
city.n.01,female.n.02,Lady,PROPN,SPEC|deeleigen
"""Parijs""",Lady,Lady,PROPN,SPEC|deeleigen
time.n.08,time.n.08,geel,ADJ,ADJ|vrij|basis|zonder
now,dertig,dertig,NOUN,TW|hoofd|prenom|stan
30,speaker,ik,PRON,VNW|pers|pron|nomin|vol|1|ev
person.n.01,time.n.08,oud,ADJ,ADJ|vrij|basis|zonder
"""Aurore Paquiss""",Chabrol,Chabrol,PROPN,N|eigen|ev|basis|zijd|stan
female.n.02,female.n.02,Chabrol,PROPN,N|eigen|ev|basis|zijd|stan
male.n.02,female.n.02,Aurore,PROPN,SPEC|deeleigen
"""Chabrol""",Aurore,Aurore,PROPN,SPEC|deeleigen
male.n.02,piano.n.01,piano,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,spelen,VERB,WW|pv|verl|ev
piano.n.01,person.n.01,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc
male.n.02,zonnebril.n.01,zonnebril,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,dragen,VERB,WW|pv|tgw|met-t
sunglasses.n.01,person.n.01,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc
female.n.02,ziekenhuis.n.01,ziekenhuis,NOUN,N|soort|ev|basis|onz|stan
time.n.08,time.n.08,nemen,VERB,WW|pv|verl|ev
taxi.n.01,person.n.01,ze,PRON,VNW|pers|pron|stan|red|3|ev|fem
hospital.n.01,taxi.n.01,taxi,NOUN,N|soort|ev|basis|zijd|stan
sedative.n.01,kalmering_middel.n.01,kalmering_middel,NOUN,N|soort|ev|basis|onz|stan
time.n.08,time.n.08,stinken,VERB,WW|pv|tgw|met-t
male.n.02,deur.n.01,deur,NOUN,N|soort|ev|basis|zijd|stan
door.n.01,person.n.01,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc
entity.n.01,time.n.08,wat,PRON,VNW|vb|pron|stan|vol|3o|ev
time.n.08,wissel_koers.n.01,wissel_koers,NOUN,N|soort|ev|basis|zijd|stan
quantity.n.01,duizend.n.01,duizend,NUM,TW|hoofd|prenom|stan
time.n.08,time.n.08,kosten,VERB,WW|inf|vrij|zonder
measure.n.02,yen.n.02,yen,NOUN,N|soort|ev|basis|zijd|stan
person.n.01,time.n.08,drinken,VERB,WW|pv|verl|ev
milk.n.01,melk.n.01,melk,NOUN,N|soort|ev|basis|zijd|stan
person.n.01,time.n.08,dumpen,VERB,WW|vd|vrij|zonder
time.n.08,person.n.01,me,PRON,VNW|pr|pron|obl|red|1|ev
now,speaker,me,PRON,VNW|pr|pron|obl|red|1|ev
time.n.08,time.n.08,helder,ADJ,ADJ|vrij|basis|zonder
"""Gianni Versace""",now,,,
male.n.02,time.n.08,ontwerper,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,female.n.02,Gianni,PROPN,SPEC|deeleigen
now,Gianni,Gianni,PROPN,SPEC|deeleigen
"""Brad Pitt""",now,,,
male.n.02,time.n.08,acteur,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,female.n.02,Brad,PROPN,SPEC|deeleigen
now,Brad,Brad,PROPN,SPEC|deeleigen
person.n.01,time.n.08,verpessen,VERB,WW|vd|vrij|zonder
person.n.01,time.n.08,hebben,VERB,WW|pv|tgw|mv
child.n.02,kind.n.01,kind,NOUN,N|soort|mv|basis
time.n.08,time.n.08,begrijpen,VERB,WW|pv|tgw|met-t
person.n.01,leraar.n.01,leraar,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,grijnsen,VERB,WW|pv|verl|ev
female.n.02,gedag.a.01,gedag,ADJ,ADJ|vrij|basis|zonder
time.n.08,time.n.08,toe_zwaaien,VERB,WW|pv|verl|ev
goodbye.n.01,person.n.01,ze,PRON,VNW|pers|pron|stan|red|3|ev|fem
person.n.01,time.n.08,spreken,VERB,WW|pv|tgw|ev
estonian.n.01,Ests..n.01,Ests.,NOUN,N|soort|ev|basis|zijd|stan
person.n.01,time.n.08,verzwikken,VERB,WW|vd|vrij|zonder
ankle.n.01,person.n.01,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr
bank.n.02,person.n.01,hem,PRON,VNW|pers|pron|obl|vol|3|ev|masc
time.n.08,time.n.08,lenen,VERB,WW|pv|verl|ev
male.n.02,bank.n.02,bank,NOUN,N|soort|ev|basis|zijd|stan
dollar.n.01,vijfhonderd,vijfhonderd,NOUN,TW|hoofd|prenom|stan
person.n.01,time.n.08,om_helsen,VERB,WW|pv|verl|ev
time.n.08,time.n.08,tandart,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,openen,VERB,WW|vd|vrij|zonder
restaurant.n.01,restaurant.n.01,restaurant,NOUN,N|soort|ev|basis|onz|stan
"""Michael Crichton""",Michael,Michael,PROPN,SPEC|deeleigen
male.n.02,female.n.02,Michael,PROPN,SPEC|deeleigen
time.n.08,time.n.08,auteur,NOUN,N|soort|ev|basis|zijd|stan
person.n.01,boek.n.01,boek,NOUN,N|soort|ev|basis|onz|stan
author.n.01,female.n.02,Jurassic,PROPN,SPEC|deeleigen
book.n.01,Jurassic,Jurassic,PROPN,SPEC|deeleigen
guy.n.01,kerel.n.01,kerel,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,ergeren,VERB,WW|pv|tgw|met-t
now,China,China,PROPN,N|eigen|ev|basis|onz|stan
"""China""",now,,,
squirrel.n.01,eekhoor.n.01,eekhoor,NOUN,N|soort|ev|dim|onz|stan
time.n.08,female.n.02,China,PROPN,N|eigen|ev|basis|onz|stan
country.n.02,time.n.08,maken,VERB,WW|vd|vrij|zonder
speaker,speaker,ons,PRON,VNW|pr|pron|obl|vol|1|mv
person.n.01,time.n.08,verraden,VERB,WW|vd|vrij|zonder
person.n.01,person.n.01,ons,PRON,VNW|pr|pron|obl|vol|1|mv
male.n.02,zoon.n.01,zoon,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,hebben,VERB,WW|pv|tgw|met-t
time.n.08,time.n.08,wat,PRON,VNW|vb|pron|stan|vol|3o|ev
first_name.n.01,voornaam.n.01,voornaam,NOUN,N|soort|ev|basis|zijd|stan
male.n.02,female.n.02,Milosevic,PROPN,N|eigen|ev|basis|zijd|stan
"""Milosevic""",Milosevic,Milosevic,PROPN,N|eigen|ev|basis|zijd|stan
person.n.01,time.n.08,op_eten,VERB,WW|vd|vrij|zonder
apple.n.01,appel.n.01,appel,NOUN,N|soort|ev|basis|zijd|stan
"""Melanie""",now,,,
female.n.02,time.n.08,houden,VERB,WW|pv|tgw|met-t
time.n.08,female.n.02,Melanie,PROPN,N|eigen|ev|basis|zijd|stan
music.n.01,muziek.n.01,muziek,NOUN,N|soort|ev|basis|zijd|stan
now,Melanie,Melanie,PROPN,N|eigen|ev|basis|zijd|stan
female.n.02,person.n.01,haar,PRON,VNW|bez|det|stan|vol|3|ev|prenom|zonder|agr
sweater.n.01,sweater.n.01,sweater,NOUN,N|soort|ev|basis|zijd|stan
now,Jorge,Jorge,PROPN,SPEC|deeleigen
city.n.01,time.n.08,geboren,VERB,WW|vd|vrij|zonder
time.n.08,female.n.02,Jorge,PROPN,SPEC|deeleigen
male.n.02,stad.n.01,stad,NOUN,N|soort|ev|basis|zijd|stan
"""Alfred Nobel""",now,,,
male.n.02,time.n.08,uitvinder,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,female.n.02,Alfred,PROPN,SPEC|deeleigen
person.n.01,dynamiet.n.01,dynamiet,NOUN,N|soort|ev|basis|onz|stan
now,Alfred,Alfred,PROPN,SPEC|deeleigen
male.n.02,rivier.n.01,rivier,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,zwijken,VERB,WW|pv|verl|ev
river.n.01,person.n.01,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc
"""Evangeline Lilly""",now,,,
female.n.02,time.n.08,Canadees,PROPN,N|eigen|ev|basis|zijd|stan
country.n.02,female.n.02,Evangeline,PROPN,SPEC|deeleigen
"""canada""",Evangeline,Evangeline,PROPN,SPEC|deeleigen
time.n.08,time.n.08,miawen,VERB,WW|pv|verl|ev
female.n.02,basstem.n.01,basstem,NOUN,N|soort|ev|basis|zijd|stan
bass.n.06,person.n.01,zij,PRON,VNW|pers|pron|nomin|vol|3v|ev|fem
female.n.02,verdenken.v.01,verdenken,VERB,WW|vd|nom|met-e|zonder-n
time.n.08,time.n.08,ondervragen,VERB,WW|pv|verl|ev
person.n.01,person.n.01,zij,PRON,VNW|pers|pron|nomin|vol|3v|ev|fem
male.n.02,bier.n.01,bier,NOUN,N|soort|ev|basis|onz|stan
time.n.08,time.n.08,drinken,VERB,WW|pv|verl|ev
beer.n.01,person.n.01,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc
disco_music.n.01,disco_muziek.n.01,disco_muziek,NOUN,N|soort|ev|basis|zijd|stan
ship.n.01,schip.n.01,schip,NOUN,N|soort|ev|basis|onz|stan
time.n.08,time.n.08,zinken,VERB,WW|pv|tgw|met-t
"""BSN""",now,,,
company.n.01,time.n.08,kopen,VERB,WW|pv|verl|ev
time.n.08,female.n.02,BSN,PROPN,N|eigen|ev|basis|onz|stan
company.n.01,female.n.02,RJR,PROPN,SPEC|deeleigen
now,BSN,BSN,PROPN,N|eigen|ev|basis|onz|stan
"""RJR Nabisco""",RJR,RJR,PROPN,SPEC|deeleigen
sky.n.01,hemel.n.01,hemel,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,masseren,VERB,WW|pv|verl|ev
back.n.01,rug.n.01,rug,NOUN,N|soort|ev|basis|zijd|stan
male.n.02,time.n.08,op_eten,VERB,WW|vd|vrij|zonder
tiger.n.02,tijger.n.01,tijger,NOUN,N|soort|ev|basis|zijd|stan
law.n.01,wet.a.01,wet,NOUN,N|soort|ev|basis|zijd|stan
pie.n.01,taart.n.01,taart,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,heerlijk,ADJ,ADJ|vrij|basis|zonder
lift.n.08,lift.v.01,lift,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,werking,NOUN,N|soort|ev|basis|zijd|stan
"""Nikos Kourkoulos""",now,,,
time.n.08,female.n.02,Nikos,PROPN,SPEC|deeleigen
person.n.01,Grieks.a.01,Grieks,ADJ,ADJ|prenom|basis|met-e|stan
now,Nikos,Nikos,PROPN,SPEC|deeleigen
"""Klaus Pohl""",now,,,
male.n.02,time.n.08,toneelschrijver,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,female.n.02,Klaus,PROPN,SPEC|deeleigen
person.n.01,Duits.a.01,Duits,ADJ,ADJ|prenom|basis|met-e|stan
now,Klaus,Klaus,PROPN,SPEC|deeleigen
male.n.02,time.n.08,gelukkig,ADJ,ADJ|vrij|basis|zonder
"""Dean Lynn Hart""",Truckee,Truckee,PROPN,SPEC|deeleigen
female.n.02,female.n.02,Truckee,PROPN,SPEC|deeleigen
way.n.06,female.n.02,Dean,PROPN,SPEC|deeleigen
"""Truckee River Trail""",Dean,Dean,PROPN,SPEC|deeleigen
"""Tux""",now,,,
animal.n.01,time.n.08,vogel,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,female.n.02,Tux,PROPN,N|eigen|ev|basis|onz|stan
bird.n.01,antarctisch.a.01,antarctisch,ADJ,ADJ|prenom|basis|met-e|stan
now,Tux,Tux,PROPN,N|eigen|ev|basis|onz|stan
male.n.02,bananen_schil.n.01,bananen_schil,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,glijk_glijden,VERB,WW|pv|verl|ev
banana_peel.n.01,person.n.01,hij,PRON,VNW|pers|pron|nomin|vol|3|ev|masc
female.n.02,time.n.08,bakken,VERB,WW|vd|vrij|zonder
apple_pie.n.01,appeltaart.n.01,appeltaart,NOUN,N|soort|ev|basis|zijd|stan
mountain.n.01,berg.n.01,berg,NOUN,N|soort|ev|basis|zijd|stan
high.a.01,hoog.a.01,hoog,ADJ,ADJ|prenom|sup|met-e|stan
country.n.02,female.n.02,Duitsland,PROPN,N|eigen|ev|basis|onz|stan
"""Duitsland""",Duitsland,Duitsland,PROPN,N|eigen|ev|basis|onz|stan
"""Luna""",now,,,
female.n.02,time.n.08,persoon,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,female.n.02,Luna,PROPN,N|eigen|ev|basis|zijd|stan
person.n.01,betrouwbaar.a.01,betrouwbaar,ADJ,ADJ|prenom|basis|zonder
now,Luna,Luna,PROPN,N|eigen|ev|basis|zijd|stan
00:00,now,,,
person.n.01,middernacht.n.01,middernacht,NOUN,N|soort|ev|basis|zijd|stan
time.n.08,time.n.08,komen,VERB,WW|pv|verl|ev
male.n.02,time.n.08,erven,VERB,WW|pv|verl|ev
fortune.n.02,fortuin.n.01,fortuin,NOUN,N|soort|ev|basis|onz|stan
large.a.01,groot.a.01,groot,ADJ,ADJ|prenom|basis|zonder
hearer,hearer,je,PRON,VNW|pers|pron|nomin|red|2v|ev
person.n.01,person.n.01,je,PRON,VNW|pers|pron|nomin|red|2v|ev
male.n.02,time.n.08,boos,ADJ,ADJ|vrij|basis|zonder
hair.n.01,person.n.01,haar,PRON,VNW|pers|pron|obl|vol|3|getal|fem
+,person.n.01,haar,PRON,VNW|pers|pron|obl|vol|3|getal|fem
parking_meter.n.01,parkeer_meter.n.01,parkeer_meter,NOUN,N|soort|mv|basis
time.n.08,time.n.08,schrijven,VERB,WW|pv|verl|ev
name.n.01,naam.n.01,naam,NOUN,N|soort|ev|basis|zijd|stan
blackboard.n.01,bord.n.01,bord,NOUN,N|soort|ev|basis|onz|stan
friend.n.01,person.n.01,mijn,PRON,VNW|bez|det|stan|vol|1|ev|prenom|zonder|agr
person.n.01,vriend.n.01,vriend,NOUN,N|soort|ev|basis|zijd|stan
chocolate_ice_cream.n.01,chocolade-ijs.n.01,chocolade-ijs,NOUN,N|soort|ev|basis|zijd|stan
person.n.01,time.n.08,kapot_maken,VERB,WW|vd|vrij|zonder
personal_computer.n.01,pc.n.01,pc,NOUN,N|soort|ev|basis|zijd|stan
"""David Cameron""",now,,,
male.n.02,time.n.08,behoren,VERB,WW|pv|tgw|met-t
time.n.08,female.n.02,David,PROPN,N|eigen|ev|zijd|stan
party.n.01,conservatief.a.01,conservatief,ADJ,ADJ|prenom|basis|met-e|stan
now,David,David,PROPN,N|eigen|ev|zijd|stan
"""uk""",Partij,Partij,PROPN,SPEC|deeleigen
"""Conservatieve Partij""",Brits.a.01,Brits,ADJ,ADJ|prenom|basis|met-e|stan
country.n.02,female.n.02,Partij,PROPN,SPEC|deeleigen
person.n.01,time.n.08,lenen,VERB,WW|vd|vrij|zonder
male.n.02,cd.n.04,cd,NOUN,N|soort|ev|basis|zijd|stan
cd.n.04,person.n.01,hem,PRON,VNW|pers|pron|obl|vol|3|ev|masc
time.n.08,time.n.08,normaal,ADJ,ADJ|vrij|basis|zonder
cigar.n.01,sigaar.n.01,sigaar,NOUN,N|soort|mv|basis
time.n.08,time.n.08,kosten,VERB,WW|pv|tgw|mv
measure.n.02,mark.n.07,mark,NOUN,N|soort|ev|basis|zijd|stan
mark.n.07,twee,twee,NOUN,TW|hoofd|prenom|stan
month.n.02,acht,acht,NOUN,TW|hoofd|prenom|stan
time.n.08,time.n.08,zwang,ADJ,ADJ|vrij|comp|zonder
measure.n.02,maand.n.01,maand,NOUN,N|soort|mv|basis
